inj_id,target_layer,layer_weigths,bit_pos,n_injections,top_1_correct,top_5_correct,top_1_robust,top_5_robust,masked,non_critical,critical
GOLDEN,,,,10,10,10,,,,
0,conv2d,"(2, 1, 0, 3)",15,10,10,10,10,10,0,10,0
1,conv2d,"(2, 0, 0, 7)",5,10,10,10,10,10,0,10,0
2,conv2d,"(0, 0, 0, 13)",30,10,2,5,2,5,0,2,8
3,conv2d,"(2, 0, 2, 7)",12,10,10,10,10,10,0,10,0
4,conv2d,"(1, 2, 0, 13)",17,10,10,10,10,10,0,10,0
5,conv2d,"(2, 1, 0, 0)",21,10,10,10,10,10,0,10,0
6,conv2d,"(0, 1, 0, 8)",6,10,10,10,10,10,0,10,0
7,conv2d,"(0, 1, 1, 2)",22,10,10,10,10,10,0,10,0
8,conv2d,"(2, 1, 0, 8)",7,10,10,10,10,10,0,10,0
9,conv2d,"(2, 1, 0, 12)",23,10,10,10,10,10,0,10,0
10,conv2d,"(0, 0, 2, 6)",14,10,10,10,10,10,10,0,0
11,conv2d,"(0, 0, 0, 9)",24,10,10,10,10,10,0,10,0
12,conv2d,"(2, 1, 1, 8)",10,10,10,10,10,10,0,10,0
13,conv2d,"(0, 2, 1, 11)",17,10,10,10,10,10,0,10,0
14,conv2d,"(2, 0, 2, 2)",15,10,10,10,10,10,0,10,0
15,conv2d,"(1, 1, 1, 5)",14,10,10,10,10,10,0,10,0
16,conv2d,"(0, 0, 0, 10)",20,10,10,10,10,10,0,10,0
17,conv2d,"(0, 0, 1, 12)",20,10,10,10,10,10,0,10,0
18,conv2d,"(1, 1, 2, 6)",29,10,10,10,10,10,10,0,0
19,conv2d,"(0, 0, 1, 4)",16,10,10,10,10,10,0,10,0
20,conv2d,"(1, 1, 2, 13)",14,10,10,10,10,10,0,10,0
21,conv2d,"(1, 0, 2, 4)",3,10,10,10,10,10,0,10,0
22,conv2d,"(2, 0, 0, 3)",27,10,10,10,10,10,0,10,0
23,conv2d,"(1, 2, 1, 2)",29,10,10,10,10,10,0,10,0
24,conv2d,"(0, 2, 2, 8)",7,10,10,10,10,10,0,10,0
25,conv2d,"(1, 0, 2, 8)",18,10,10,10,10,10,0,10,0
26,conv2d,"(1, 0, 0, 13)",16,10,10,10,10,10,0,10,0
27,conv2d_1,"(2, 1, 3, 5)",12,10,10,10,10,10,0,10,0
28,conv2d_1,"(0, 2, 11, 4)",0,10,10,10,10,10,0,10,0
29,conv2d_1,"(0, 0, 15, 10)",23,10,10,10,10,10,0,10,0
30,conv2d_1,"(0, 0, 7, 9)",5,10,10,10,10,10,0,10,0
31,conv2d_1,"(0, 2, 15, 2)",8,10,10,10,10,10,10,0,0
32,conv2d_1,"(2, 0, 15, 4)",16,10,10,10,10,10,0,10,0
33,conv2d_1,"(2, 2, 6, 13)",12,10,10,10,10,10,10,0,0
34,conv2d_1,"(2, 2, 12, 9)",23,10,10,10,10,10,0,10,0
35,conv2d_1,"(0, 0, 14, 14)",14,10,10,10,10,10,10,0,0
36,conv2d_1,"(0, 2, 10, 2)",14,10,10,10,10,10,10,0,0
37,conv2d_1,"(0, 2, 0, 7)",3,10,10,10,10,10,0,10,0
38,conv2d_1,"(0, 1, 2, 7)",4,10,10,10,10,10,0,10,0
39,conv2d_1,"(2, 1, 8, 7)",13,10,10,10,10,10,0,10,0
40,conv2d_1,"(0, 1, 15, 4)",26,10,10,10,10,10,0,10,0
41,conv2d_1,"(0, 2, 3, 6)",27,10,10,10,10,10,0,10,0
42,conv2d_1,"(1, 1, 13, 11)",3,10,10,10,10,10,0,10,0
43,conv2d_1,"(1, 2, 1, 3)",21,10,10,10,10,10,0,10,0
44,conv2d_1,"(0, 0, 7, 3)",28,10,10,10,10,10,0,10,0
45,conv2d_1,"(0, 1, 13, 4)",29,10,10,10,10,10,0,10,0
46,conv2d_1,"(1, 2, 2, 7)",6,10,10,10,10,10,0,10,0
47,conv2d_1,"(0, 0, 0, 1)",10,10,10,10,10,10,1,9,0
48,conv2d_1,"(1, 0, 15, 13)",25,10,10,10,10,10,0,10,0
49,conv2d_1,"(1, 0, 5, 1)",24,10,10,10,10,10,1,9,0
50,conv2d_1,"(1, 1, 14, 8)",31,10,10,10,10,10,10,0,0
51,conv2d_1,"(1, 0, 6, 4)",3,10,10,10,10,10,10,0,0
52,conv2d_1,"(0, 0, 10, 1)",30,10,2,7,2,7,0,2,8
53,conv2d_1,"(2, 0, 1, 5)",11,10,10,10,10,10,0,10,0
54,conv2d_1,"(2, 0, 2, 2)",25,10,10,10,10,10,10,0,0
55,conv2d_1,"(2, 2, 7, 3)",2,10,10,10,10,10,1,9,0
56,conv2d_1,"(2, 2, 13, 2)",20,10,10,10,10,10,10,0,0
57,conv2d_1,"(2, 2, 6, 8)",20,10,10,10,10,10,10,0,0
58,conv2d_1,"(1, 0, 8, 7)",19,10,10,10,10,10,0,10,0
59,conv2d_1,"(0, 0, 10, 14)",29,10,10,10,10,10,0,10,0
60,conv2d_1,"(2, 0, 2, 3)",16,10,10,10,10,10,0,10,0
61,conv2d_1,"(0, 0, 11, 4)",23,10,10,10,10,10,0,10,0
62,conv2d_1,"(1, 2, 5, 9)",19,10,10,10,10,10,0,10,0
63,conv2d_1,"(2, 0, 9, 0)",8,10,10,10,10,10,0,10,0
64,conv2d_1,"(0, 2, 3, 8)",9,10,10,10,10,10,10,0,0
65,conv2d_1,"(2, 0, 9, 8)",21,10,10,10,10,10,10,0,0
66,conv2d_1,"(2, 1, 8, 6)",16,10,10,10,10,10,0,10,0
67,conv2d_1,"(2, 1, 2, 1)",17,10,10,10,10,10,0,10,0
68,conv2d_1,"(1, 0, 0, 1)",16,10,10,10,10,10,0,10,0
69,conv2d_1,"(2, 2, 14, 5)",27,10,10,10,10,10,10,0,0
70,conv2d_1,"(0, 2, 3, 0)",9,10,10,10,10,10,0,10,0
71,conv2d_1,"(2, 2, 11, 1)",9,10,10,10,10,10,1,9,0
72,conv2d_1,"(0, 1, 4, 13)",23,10,10,10,10,10,0,10,0
73,conv2d_1,"(0, 2, 11, 1)",15,10,10,10,10,10,1,9,0
74,conv2d_1,"(2, 1, 11, 3)",9,10,10,10,10,10,0,10,0
75,conv2d_1,"(0, 1, 5, 7)",1,10,10,10,10,10,9,1,0
76,conv2d_1,"(1, 2, 10, 5)",15,10,10,10,10,10,0,10,0
77,conv2d_1,"(2, 0, 5, 8)",24,10,10,10,10,10,10,0,0
78,conv2d_1,"(0, 0, 15, 1)",29,10,10,10,10,10,0,10,0
79,conv2d_1,"(0, 0, 9, 11)",1,10,10,10,10,10,0,10,0
80,conv2d_1,"(1, 1, 12, 6)",4,10,10,10,10,10,0,10,0
81,conv2d_1,"(2, 2, 11, 8)",25,10,10,10,10,10,10,0,0
82,conv2d_1,"(0, 1, 0, 10)",11,10,10,10,10,10,0,10,0
83,conv2d_1,"(0, 2, 1, 8)",27,10,10,10,10,10,10,0,0
84,conv2d_1,"(1, 2, 10, 11)",7,10,10,10,10,10,0,10,0
85,conv2d_1,"(1, 0, 6, 12)",27,10,10,10,10,10,10,0,0
86,conv2d_1,"(1, 1, 6, 0)",4,10,10,10,10,10,10,0,0
87,conv2d_1,"(2, 0, 10, 10)",19,10,10,10,10,10,0,10,0
88,conv2d_1,"(1, 1, 13, 9)",18,10,10,10,10,10,0,10,0
89,conv2d_1,"(1, 2, 6, 4)",24,10,10,10,10,10,10,0,0
90,conv2d_1,"(1, 2, 9, 5)",0,10,10,10,10,10,0,10,0
91,conv2d_1,"(0, 1, 9, 9)",20,10,10,10,10,10,0,10,0
92,conv2d_1,"(1, 2, 14, 14)",13,10,10,10,10,10,10,0,0
93,conv2d_1,"(2, 0, 5, 15)",18,10,10,10,10,10,0,10,0
94,conv2d_1,"(0, 2, 2, 10)",19,10,10,10,10,10,0,10,0
95,conv2d_1,"(0, 0, 6, 7)",2,10,10,10,10,10,10,0,0
96,conv2d_1,"(2, 0, 15, 7)",29,10,10,10,10,10,0,10,0
97,conv2d_1,"(2, 2, 6, 13)",24,10,10,10,10,10,10,0,0
98,conv2d_1,"(0, 0, 12, 15)",0,10,10,10,10,10,0,10,0
99,conv2d_1,"(0, 0, 13, 3)",29,10,10,10,10,10,0,10,0
100,conv2d_1,"(0, 1, 7, 1)",8,10,10,10,10,10,0,10,0
101,conv2d_1,"(1, 2, 10, 14)",27,10,10,10,10,10,0,10,0
102,conv2d_1,"(2, 1, 5, 14)",28,10,10,10,10,10,2,8,0
103,conv2d_1,"(2, 1, 7, 8)",31,10,10,10,10,10,10,0,0
104,conv2d_1,"(1, 0, 8, 7)",18,10,10,10,10,10,0,10,0
105,conv2d_1,"(1, 1, 8, 7)",5,10,10,10,10,10,0,10,0
106,conv2d_1,"(0, 1, 4, 4)",9,10,10,10,10,10,0,10,0
107,conv2d_1,"(1, 1, 2, 6)",21,10,10,10,10,10,0,10,0
108,conv2d_1,"(0, 0, 13, 14)",26,10,10,10,10,10,0,10,0
109,conv2d_1,"(2, 1, 0, 12)",30,10,2,7,2,7,0,2,8
110,conv2d_1,"(1, 1, 11, 0)",26,10,10,10,10,10,0,10,0
111,conv2d_1,"(0, 1, 15, 7)",27,10,10,10,10,10,0,10,0
112,conv2d_1,"(1, 1, 0, 15)",25,10,10,10,10,10,0,10,0
113,conv2d_1,"(0, 2, 14, 5)",1,10,10,10,10,10,10,0,0
114,conv2d_1,"(0, 2, 0, 12)",27,10,10,10,10,10,0,10,0
115,conv2d_1,"(0, 0, 14, 4)",16,10,10,10,10,10,10,0,0
116,conv2d_1,"(0, 1, 10, 12)",20,10,10,10,10,10,0,10,0
117,conv2d_1,"(1, 1, 12, 10)",16,10,10,10,10,10,0,10,0
118,conv2d_1,"(0, 2, 15, 2)",3,10,10,10,10,10,10,0,0
119,conv2d_1,"(2, 0, 7, 11)",2,10,10,10,10,10,0,10,0
120,conv2d_1,"(0, 0, 7, 0)",9,10,10,10,10,10,0,10,0
121,conv2d_1,"(1, 2, 4, 7)",7,10,10,10,10,10,0,10,0
122,conv2d_1,"(2, 1, 14, 6)",23,10,10,10,10,10,10,0,0
123,conv2d_1,"(0, 1, 3, 5)",6,10,10,10,10,10,0,10,0
124,conv2d_1,"(2, 2, 9, 0)",24,10,10,10,10,10,0,10,0
125,conv2d_1,"(0, 2, 6, 12)",15,10,10,10,10,10,10,0,0
126,conv2d_1,"(2, 2, 9, 3)",7,10,10,10,10,10,0,10,0
127,conv2d_1,"(2, 1, 11, 1)",23,10,10,10,10,10,0,10,0
128,conv2d_1,"(0, 1, 10, 2)",31,10,10,10,10,10,10,0,0
129,conv2d_1,"(1, 2, 13, 3)",29,10,10,10,10,10,0,10,0
130,conv2d_1,"(0, 2, 13, 4)",17,10,10,10,10,10,0,10,0
131,conv2d_1,"(1, 2, 14, 15)",17,10,10,10,10,10,10,0,0
132,conv2d_1,"(0, 1, 7, 10)",28,10,10,10,10,10,0,10,0
133,conv2d_1,"(2, 2, 14, 7)",24,10,10,10,10,10,10,0,0
134,conv2d_1,"(1, 1, 0, 10)",11,10,10,10,10,10,0,10,0
135,conv2d_1,"(1, 1, 6, 15)",21,10,10,10,10,10,10,0,0
136,conv2d_1,"(2, 0, 8, 8)",12,10,10,10,10,10,10,0,0
137,conv2d_1,"(2, 1, 7, 2)",31,10,10,10,10,10,10,0,0
138,conv2d_1,"(2, 2, 15, 7)",31,10,10,10,10,10,0,10,0
139,conv2d_1,"(0, 1, 0, 14)",14,10,10,10,10,10,0,10,0
140,conv2d_1,"(1, 2, 7, 12)",23,10,10,10,10,10,0,10,0
141,conv2d_1,"(1, 2, 11, 15)",21,10,10,10,10,10,0,10,0
142,conv2d_1,"(1, 1, 14, 11)",16,10,10,10,10,10,10,0,0
143,conv2d_1,"(2, 0, 3, 7)",20,10,10,10,10,10,0,10,0
144,conv2d_1,"(0, 0, 5, 3)",30,10,2,7,2,7,0,2,8
145,conv2d_1,"(0, 0, 9, 8)",18,10,10,10,10,10,10,0,0
146,conv2d_1,"(0, 1, 11, 7)",0,10,10,10,10,10,10,0,0
147,conv2d_1,"(0, 0, 8, 4)",18,10,10,10,10,10,0,10,0
148,conv2d_1,"(0, 0, 15, 4)",18,10,10,10,10,10,0,10,0
149,conv2d_1,"(1, 1, 15, 15)",11,10,10,10,10,10,0,10,0
150,conv2d_1,"(1, 0, 8, 1)",4,10,10,10,10,10,2,8,0
151,conv2d_1,"(0, 2, 15, 12)",3,10,10,10,10,10,7,3,0
152,conv2d_1,"(2, 1, 4, 4)",5,10,10,10,10,10,0,10,0
153,conv2d_1,"(2, 1, 3, 7)",14,10,10,10,10,10,0,10,0
154,conv2d_1,"(1, 1, 14, 12)",27,10,10,10,10,10,10,0,0
155,conv2d_1,"(2, 2, 1, 9)",6,10,10,10,10,10,0,10,0
156,conv2d_1,"(1, 2, 6, 6)",5,10,10,10,10,10,10,0,0
157,conv2d_1,"(0, 2, 7, 5)",4,10,10,10,10,10,0,10,0
158,conv2d_1,"(1, 1, 0, 5)",30,10,2,6,2,6,0,2,8
159,conv2d_1,"(0, 1, 1, 9)",18,10,10,10,10,10,0,10,0
160,conv2d_1,"(2, 0, 2, 14)",16,10,10,10,10,10,0,10,0
161,conv2d_1,"(0, 2, 13, 6)",14,10,10,10,10,10,0,10,0
162,conv2d_1,"(0, 0, 8, 4)",3,10,10,10,10,10,0,10,0
163,conv2d_1,"(2, 2, 9, 5)",18,10,10,10,10,10,0,10,0
164,conv2d_1,"(1, 2, 3, 14)",19,10,10,10,10,10,0,10,0
165,conv2d_1,"(2, 2, 8, 12)",31,10,10,10,10,10,1,9,0
166,conv2d_1,"(2, 0, 2, 14)",27,10,10,10,10,10,0,10,0
167,conv2d_1,"(0, 0, 8, 10)",14,10,10,10,10,10,0,10,0
168,conv2d_1,"(2, 0, 8, 0)",11,10,10,10,10,10,0,10,0
169,conv2d_1,"(1, 0, 14, 15)",27,10,10,10,10,10,10,0,0
170,conv2d_2,"(1, 1, 2, 15)",26,10,10,10,10,10,10,0,0
171,conv2d_2,"(2, 0, 10, 10)",10,10,10,10,10,10,0,10,0
172,conv2d_2,"(2, 1, 13, 10)",18,10,10,10,10,10,0,10,0
173,conv2d_2,"(1, 0, 1, 12)",20,10,10,10,10,10,1,9,0
174,conv2d_2,"(0, 1, 10, 8)",0,10,10,10,10,10,0,10,0
175,conv2d_2,"(0, 0, 13, 14)",23,10,10,10,10,10,10,0,0
176,conv2d_2,"(0, 0, 14, 15)",17,10,10,10,10,10,0,10,0
177,conv2d_2,"(1, 2, 9, 4)",31,10,10,10,10,10,0,10,0
178,conv2d_2,"(2, 2, 0, 3)",15,10,10,10,10,10,0,10,0
179,conv2d_2,"(2, 0, 9, 5)",26,10,10,10,10,10,0,10,0
180,conv2d_2,"(0, 1, 7, 2)",7,10,10,10,10,10,0,10,0
181,conv2d_2,"(2, 1, 15, 4)",17,10,10,10,10,10,0,10,0
182,conv2d_2,"(1, 0, 15, 13)",29,10,10,10,10,10,0,10,0
183,conv2d_2,"(0, 2, 12, 4)",8,10,10,10,10,10,1,9,0
184,conv2d_2,"(1, 1, 8, 2)",17,10,10,10,10,10,10,0,0
185,conv2d_2,"(2, 1, 9, 0)",31,10,10,10,10,10,0,10,0
186,conv2d_2,"(2, 1, 14, 4)",22,10,10,10,10,10,1,9,0
187,conv2d_2,"(1, 1, 12, 10)",12,10,10,10,10,10,0,10,0
188,conv2d_2,"(0, 1, 12, 7)",2,10,10,10,10,10,0,10,0
189,conv2d_2,"(2, 1, 15, 10)",24,10,10,10,10,10,0,10,0
190,conv2d_2,"(0, 0, 15, 4)",21,10,10,10,10,10,0,10,0
191,conv2d_2,"(0, 2, 14, 3)",29,10,10,10,10,10,0,10,0
192,conv2d_2,"(1, 2, 4, 0)",9,10,10,10,10,10,0,10,0
193,conv2d_2,"(1, 1, 15, 2)",25,10,10,10,10,10,0,10,0
194,conv2d_2,"(2, 2, 10, 2)",24,10,10,10,10,10,0,10,0
195,conv2d_2,"(2, 0, 15, 10)",4,10,10,10,10,10,0,10,0
196,conv2d_2,"(0, 2, 9, 7)",5,10,10,10,10,10,0,10,0
197,conv2d_2,"(2, 2, 3, 13)",6,10,10,10,10,10,0,10,0
198,conv2d_2,"(2, 1, 5, 14)",1,10,10,10,10,10,10,0,0
199,conv2d_2,"(0, 1, 10, 1)",22,10,10,10,10,10,0,10,0
200,conv2d_2,"(0, 0, 13, 11)",26,10,10,10,10,10,0,10,0
201,conv2d_2,"(0, 0, 5, 5)",24,10,10,10,10,10,6,4,0
202,conv2d_2,"(2, 0, 15, 7)",14,10,10,10,10,10,0,10,0
203,conv2d_2,"(1, 1, 8, 14)",0,10,10,10,10,10,10,0,0
204,conv2d_2,"(2, 2, 9, 14)",10,10,10,10,10,10,10,0,0
205,conv2d_2,"(1, 2, 14, 2)",19,10,10,10,10,10,0,10,0
206,conv2d_2,"(1, 1, 8, 13)",12,10,10,10,10,10,10,0,0
207,conv2d_2,"(0, 0, 15, 12)",24,10,10,10,10,10,0,10,0
208,conv2d_2,"(2, 1, 9, 11)",1,10,10,10,10,10,1,9,0
209,conv2d_2,"(0, 2, 8, 12)",3,10,10,10,10,10,10,0,0
210,conv2d_2,"(0, 2, 9, 15)",22,10,10,10,10,10,0,10,0
211,conv2d_2,"(2, 1, 6, 7)",8,10,10,10,10,10,0,10,0
212,conv2d_2,"(1, 1, 1, 3)",2,10,10,10,10,10,1,9,0
213,conv2d_2,"(0, 1, 4, 11)",20,10,10,10,10,10,0,10,0
214,conv2d_2,"(0, 0, 5, 13)",23,10,10,10,10,10,0,10,0
215,conv2d_2,"(1, 1, 5, 8)",18,10,10,10,10,10,0,10,0
216,conv2d_2,"(1, 0, 3, 10)",9,10,10,10,10,10,0,10,0
217,conv2d_2,"(2, 1, 12, 7)",5,10,10,10,10,10,0,10,0
218,conv2d_2,"(1, 2, 0, 12)",7,10,10,10,10,10,0,10,0
219,conv2d_2,"(2, 2, 11, 14)",16,10,10,10,10,10,10,0,0
220,conv2d_2,"(0, 2, 11, 12)",14,10,10,10,10,10,0,10,0
221,conv2d_2,"(2, 2, 0, 15)",20,10,10,10,10,10,0,10,0
222,conv2d_2,"(2, 1, 2, 7)",19,10,10,10,10,10,10,0,0
223,conv2d_2,"(0, 0, 3, 13)",2,10,10,10,10,10,0,10,0
224,conv2d_2,"(0, 0, 15, 9)",15,10,10,10,10,10,0,10,0
225,conv2d_2,"(1, 1, 12, 4)",26,10,10,10,10,10,1,9,0
226,conv2d_2,"(2, 0, 13, 4)",31,10,10,10,10,10,0,10,0
227,conv2d_2,"(0, 2, 8, 13)",23,10,10,10,10,10,10,0,0
228,conv2d_2,"(1, 0, 14, 6)",23,10,10,10,10,10,0,10,0
229,conv2d_2,"(2, 2, 11, 3)",22,10,10,10,10,10,0,10,0
230,conv2d_2,"(1, 0, 12, 1)",7,10,10,10,10,10,1,9,0
231,conv2d_2,"(2, 0, 2, 14)",1,10,10,10,10,10,10,0,0
232,conv2d_2,"(0, 0, 10, 1)",13,10,10,10,10,10,0,10,0
233,conv2d_2,"(2, 0, 6, 2)",14,10,10,10,10,10,0,10,0
234,conv2d_2,"(2, 0, 4, 10)",17,10,10,10,10,10,0,10,0
235,conv2d_2,"(2, 1, 4, 4)",11,10,10,10,10,10,0,10,0
236,conv2d_2,"(0, 0, 0, 3)",22,10,10,10,10,10,0,10,0
237,conv2d_2,"(0, 0, 10, 7)",16,10,10,10,10,10,0,10,0
238,conv2d_2,"(2, 1, 4, 1)",7,10,10,10,10,10,0,10,0
239,conv2d_2,"(1, 1, 15, 2)",6,10,10,10,10,10,0,10,0
240,conv2d_2,"(2, 0, 7, 14)",19,10,10,10,10,10,10,0,0
241,conv2d_2,"(0, 1, 0, 14)",25,10,10,10,10,10,10,0,0
242,conv2d_2,"(1, 2, 3, 13)",28,10,10,10,10,10,0,10,0
243,conv2d_2,"(1, 2, 2, 2)",9,10,10,10,10,10,10,0,0
244,conv2d_2,"(1, 2, 4, 2)",20,10,10,10,10,10,0,10,0
245,conv2d_2,"(1, 2, 9, 12)",27,10,10,10,10,10,0,10,0
246,conv2d_2,"(2, 2, 3, 3)",13,10,10,10,10,10,0,10,0
247,conv2d_2,"(0, 1, 14, 13)",21,10,10,10,10,10,0,10,0
248,conv2d_2,"(1, 2, 12, 14)",6,10,10,10,10,10,10,0,0
249,conv2d_2,"(1, 2, 13, 10)",16,10,10,10,10,10,0,10,0
250,conv2d_2,"(2, 1, 4, 11)",4,10,10,10,10,10,0,10,0
251,conv2d_2,"(0, 1, 2, 2)",6,10,10,10,10,10,10,0,0
252,conv2d_2,"(2, 0, 4, 11)",21,10,10,10,10,10,0,10,0
253,conv2d_2,"(1, 2, 13, 3)",27,10,10,10,10,10,0,10,0
254,conv2d_2,"(2, 1, 9, 1)",22,10,10,10,10,10,0,10,0
255,conv2d_2,"(0, 2, 6, 3)",30,10,1,5,1,5,0,1,9
256,conv2d_2,"(1, 2, 3, 7)",23,10,10,10,10,10,0,10,0
257,conv2d_2,"(2, 0, 8, 3)",27,10,10,10,10,10,10,0,0
258,conv2d_2,"(0, 0, 8, 0)",17,10,10,10,10,10,10,0,0
259,conv2d_2,"(1, 0, 10, 9)",11,10,10,10,10,10,0,10,0
260,conv2d_2,"(0, 0, 12, 4)",1,10,10,10,10,10,1,9,0
261,conv2d_2,"(1, 1, 6, 2)",29,10,10,10,10,10,0,10,0
262,conv2d_2,"(1, 1, 5, 10)",20,10,10,10,10,10,0,10,0
263,conv2d_2,"(0, 0, 1, 2)",3,10,10,10,10,10,1,9,0
264,conv2d_2,"(1, 2, 8, 2)",27,10,10,10,10,10,10,0,0
265,conv2d_2,"(1, 1, 14, 15)",13,10,10,10,10,10,0,10,0
266,conv2d_2,"(1, 0, 11, 3)",18,10,10,10,10,10,0,10,0
267,conv2d_2,"(0, 0, 9, 15)",25,10,10,10,10,10,0,10,0
268,conv2d_2,"(0, 1, 0, 1)",13,10,10,10,10,10,0,10,0
269,conv2d_2,"(1, 1, 8, 4)",7,10,10,10,10,10,10,0,0
270,conv2d_2,"(2, 1, 15, 0)",11,10,10,10,10,10,0,10,0
271,conv2d_2,"(2, 2, 12, 4)",14,10,10,10,10,10,0,10,0
272,conv2d_2,"(1, 2, 2, 11)",2,10,10,10,10,10,10,0,0
273,conv2d_2,"(1, 0, 0, 13)",20,10,10,10,10,10,0,10,0
274,conv2d_2,"(2, 2, 12, 13)",26,10,10,10,10,10,0,10,0
275,conv2d_2,"(1, 0, 3, 9)",20,10,10,10,10,10,0,10,0
276,conv2d_2,"(2, 1, 14, 5)",5,10,10,10,10,10,10,0,0
277,conv2d_2,"(0, 1, 3, 13)",25,10,10,10,10,10,0,10,0
278,conv2d_2,"(1, 2, 12, 2)",21,10,10,10,10,10,0,10,0
279,conv2d_2,"(0, 0, 10, 7)",7,10,10,10,10,10,0,10,0
280,conv2d_2,"(1, 2, 11, 6)",9,10,10,10,10,10,0,10,0
281,conv2d_2,"(0, 1, 3, 7)",12,10,10,10,10,10,0,10,0
282,conv2d_2,"(2, 0, 4, 5)",11,10,10,10,10,10,9,1,0
283,conv2d_2,"(2, 2, 14, 15)",28,10,10,10,10,10,0,10,0
284,conv2d_2,"(0, 1, 10, 10)",4,10,10,10,10,10,0,10,0
285,conv2d_2,"(2, 1, 14, 15)",17,10,10,10,10,10,0,10,0
286,conv2d_2,"(2, 0, 11, 1)",19,10,10,10,10,10,0,10,0
287,conv2d_2,"(0, 0, 14, 14)",23,10,10,10,10,10,10,0,0
288,conv2d_2,"(2, 0, 2, 9)",24,10,10,10,10,10,10,0,0
289,conv2d_2,"(1, 2, 1, 14)",12,10,10,10,10,10,10,0,0
290,conv2d_2,"(2, 0, 15, 10)",3,10,10,10,10,10,0,10,0
291,conv2d_2,"(1, 2, 3, 14)",5,10,10,10,10,10,10,0,0
292,conv2d_2,"(0, 2, 1, 5)",28,10,10,10,10,10,5,5,0
293,conv2d_2,"(1, 1, 5, 14)",18,10,10,10,10,10,10,0,0
294,conv2d_2,"(1, 2, 13, 12)",3,10,10,10,10,10,0,10,0
295,conv2d_2,"(1, 0, 2, 10)",24,10,10,10,10,10,10,0,0
296,conv2d_2,"(2, 2, 8, 9)",9,10,10,10,10,10,10,0,0
297,conv2d_2,"(2, 2, 2, 10)",9,10,10,10,10,10,10,0,0
298,conv2d_2,"(2, 2, 9, 11)",25,10,10,10,10,10,0,10,0
299,conv2d_2,"(1, 2, 2, 4)",24,10,10,10,10,10,10,0,0
300,conv2d_2,"(2, 2, 4, 10)",5,10,10,10,10,10,0,10,0
301,conv2d_2,"(0, 1, 11, 13)",19,10,10,10,10,10,0,10,0
302,conv2d_2,"(1, 1, 6, 5)",12,10,10,10,10,10,3,7,0
303,conv2d_2,"(0, 0, 4, 7)",18,10,10,10,10,10,0,10,0
304,conv2d_2,"(2, 1, 1, 3)",8,10,10,10,10,10,1,9,0
305,conv2d_2,"(0, 0, 4, 12)",10,10,10,10,10,10,0,10,0
306,conv2d_2,"(1, 1, 1, 14)",15,10,10,10,10,10,10,0,0
307,conv2d_2,"(2, 1, 9, 14)",14,10,10,10,10,10,10,0,0
308,conv2d_2,"(1, 0, 9, 7)",23,10,10,10,10,10,0,10,0
309,conv2d_2,"(1, 1, 14, 14)",26,10,10,10,10,10,10,0,0
310,conv2d_2,"(2, 0, 6, 5)",16,10,10,10,10,10,7,3,0
311,conv2d_2,"(1, 2, 15, 1)",6,10,10,10,10,10,0,10,0
312,conv2d_2,"(0, 0, 9, 3)",17,10,10,10,10,10,0,10,0
313,conv2d_3,"(1, 0, 4, 14)",14,10,10,10,10,10,0,10,0
314,conv2d_3,"(0, 1, 11, 14)",3,10,10,10,10,10,0,10,0
315,conv2d_3,"(0, 1, 11, 12)",5,10,10,10,10,10,0,10,0
316,conv2d_3,"(0, 1, 7, 11)",6,10,10,10,10,10,0,10,0
317,conv2d_3,"(0, 0, 4, 10)",18,10,10,10,10,10,1,9,0
318,conv2d_3,"(2, 1, 4, 15)",28,10,10,10,10,10,0,10,0
319,conv2d_3,"(0, 1, 2, 0)",13,10,10,10,10,10,0,10,0
320,conv2d_3,"(0, 1, 13, 4)",15,10,10,10,10,10,0,10,0
321,conv2d_3,"(0, 0, 3, 9)",26,10,10,10,10,10,0,10,0
322,conv2d_3,"(0, 1, 2, 14)",1,10,10,10,10,10,0,10,0
323,conv2d_3,"(1, 1, 4, 7)",0,10,10,10,10,10,10,0,0
324,conv2d_3,"(2, 1, 7, 11)",11,10,10,10,10,10,0,10,0
325,conv2d_3,"(0, 2, 11, 2)",1,10,10,10,10,10,0,10,0
326,conv2d_3,"(0, 2, 15, 12)",24,10,10,10,10,10,0,10,0
327,conv2d_3,"(2, 0, 8, 11)",22,10,10,10,10,10,0,10,0
328,conv2d_3,"(0, 2, 11, 2)",6,10,10,10,10,10,0,10,0
329,conv2d_3,"(0, 1, 4, 10)",21,10,10,10,10,10,1,9,0
330,conv2d_3,"(2, 1, 14, 5)",11,10,10,10,10,10,10,0,0
331,conv2d_3,"(2, 1, 2, 4)",2,10,10,10,10,10,0,10,0
332,conv2d_3,"(0, 0, 6, 9)",2,10,10,10,10,10,0,10,0
333,conv2d_3,"(2, 1, 9, 10)",30,10,1,5,1,5,0,1,9
334,conv2d_3,"(2, 0, 1, 8)",18,10,10,10,10,10,0,10,0
335,conv2d_3,"(2, 1, 1, 11)",17,10,10,10,10,10,0,10,0
336,conv2d_3,"(1, 1, 11, 3)",28,10,10,10,10,10,0,10,0
337,conv2d_3,"(0, 1, 10, 12)",31,10,10,10,10,10,0,10,0
338,conv2d_3,"(0, 2, 8, 11)",27,10,10,10,10,10,0,10,0
339,conv2d_3,"(2, 0, 13, 2)",18,10,10,10,10,10,0,10,0
