inj_id,target_layer,layer_weigths,bit_pos,n_injections,top_1_correct,top_5_correct,top_1_robust,top_5_robust,masked,non_critical,critical
3846,conv2d_12,"(1, 0, 4, 28)",2,10,10,10,10,10,0,10,0
3847,conv2d_12,"(2, 1, 27, 27)",27,10,10,10,10,10,0,10,0
3848,conv2d_12,"(0, 0, 5, 17)",25,10,10,10,10,10,0,10,0
3849,conv2d_12,"(0, 2, 19, 23)",5,10,10,10,10,10,1,9,0
3850,conv2d_12,"(0, 1, 18, 14)",20,10,10,10,10,10,0,10,0
3851,conv2d_12,"(2, 2, 25, 6)",17,10,10,10,10,10,0,10,0
3852,conv2d_12,"(2, 2, 2, 30)",0,10,10,10,10,10,1,9,0
3853,conv2d_12,"(1, 1, 12, 23)",12,10,10,10,10,10,0,10,0
3854,conv2d_12,"(1, 2, 9, 18)",25,10,10,10,10,10,0,10,0
3855,conv2d_12,"(2, 1, 24, 10)",0,10,10,10,10,10,2,8,0
3856,conv2d_12,"(2, 2, 27, 14)",7,10,10,10,10,10,0,10,0
3857,conv2d_12,"(2, 0, 31, 30)",23,10,10,10,10,10,10,0,0
3858,conv2d_12,"(2, 1, 23, 1)",11,10,10,10,10,10,0,10,0
3859,conv2d_12,"(0, 2, 29, 23)",29,10,10,10,10,10,0,10,0
3860,conv2d_12,"(2, 2, 1, 24)",15,10,10,10,10,10,0,10,0
3861,conv2d_12,"(0, 0, 1, 8)",27,10,10,10,10,10,0,10,0
3862,conv2d_12,"(2, 2, 29, 22)",11,10,10,10,10,10,0,10,0
3863,conv2d_12,"(1, 0, 0, 24)",0,10,10,10,10,10,0,10,0
3864,conv2d_12,"(0, 1, 8, 23)",23,10,10,10,10,10,0,10,0
3865,conv2d_12,"(0, 1, 20, 21)",31,10,10,10,10,10,0,10,0
3866,conv2d_12,"(2, 0, 18, 29)",8,10,10,10,10,10,0,10,0
3867,conv2d_12,"(1, 2, 18, 31)",11,10,10,10,10,10,0,10,0
3868,conv2d_12,"(2, 2, 6, 4)",9,10,10,10,10,10,0,10,0
3869,conv2d_12,"(2, 2, 5, 17)",25,10,10,10,10,10,0,10,0
3870,conv2d_12,"(1, 0, 27, 8)",10,10,10,10,10,10,0,10,0
3871,conv2d_12,"(1, 2, 30, 9)",4,10,10,10,10,10,1,9,0
3872,conv2d_12,"(2, 1, 3, 28)",23,10,10,10,10,10,0,10,0
3873,conv2d_12,"(0, 2, 8, 17)",22,10,10,10,10,10,0,10,0
3874,conv2d_12,"(1, 0, 23, 18)",20,10,10,10,10,10,0,10,0
3875,conv2d_12,"(0, 2, 8, 27)",9,10,10,10,10,10,0,10,0
3876,conv2d_12,"(1, 0, 23, 8)",1,10,10,10,10,10,7,3,0
3877,conv2d_12,"(2, 1, 4, 3)",14,10,10,10,10,10,0,10,0
3878,conv2d_12,"(1, 0, 26, 21)",29,10,10,10,10,10,0,10,0
3879,conv2d_12,"(0, 1, 13, 10)",30,10,1,5,1,5,0,1,9
3880,conv2d_12,"(2, 2, 10, 11)",20,10,10,10,10,10,0,10,0
3881,conv2d_12,"(0, 0, 0, 17)",31,10,10,10,10,10,0,10,0
3882,conv2d_12,"(2, 1, 10, 11)",28,10,10,10,10,10,0,10,0
3883,conv2d_12,"(0, 1, 5, 15)",4,10,10,10,10,10,0,10,0
3884,conv2d_12,"(0, 1, 23, 24)",4,10,10,10,10,10,0,10,0
3885,conv2d_12,"(2, 2, 22, 3)",3,10,10,10,10,10,0,10,0
3886,conv2d_12,"(2, 1, 7, 5)",0,10,10,10,10,10,10,0,0
3887,conv2d_12,"(0, 2, 29, 11)",5,10,10,10,10,10,0,10,0
3888,conv2d_12,"(1, 0, 11, 20)",2,10,10,10,10,10,1,9,0
3889,conv2d_12,"(1, 0, 14, 23)",8,10,10,10,10,10,0,10,0
3890,conv2d_12,"(0, 1, 2, 12)",4,10,10,10,10,10,0,10,0
3891,conv2d_12,"(2, 0, 20, 27)",0,10,10,10,10,10,4,6,0
3892,conv2d_12,"(2, 2, 16, 30)",5,10,10,10,10,10,0,10,0
3893,conv2d_12,"(2, 1, 20, 19)",14,10,10,10,10,10,0,10,0
3894,conv2d_12,"(1, 2, 29, 9)",13,10,10,10,10,10,0,10,0
3895,conv2d_12,"(0, 2, 22, 26)",16,10,10,10,10,10,0,10,0
3896,conv2d_12,"(0, 1, 30, 17)",5,10,10,10,10,10,0,10,0
3897,conv2d_12,"(0, 1, 30, 9)",5,10,10,10,10,10,6,4,0
3898,conv2d_12,"(0, 1, 4, 13)",21,10,10,10,10,10,0,10,0
3899,conv2d_12,"(1, 2, 9, 2)",25,10,10,10,10,10,0,10,0
3900,conv2d_12,"(0, 1, 11, 14)",18,10,10,10,10,10,0,10,0
3901,conv2d_12,"(1, 1, 23, 13)",15,10,10,10,10,10,0,10,0
3902,conv2d_12,"(1, 2, 9, 21)",3,10,10,10,10,10,0,10,0
3903,conv2d_12,"(2, 1, 17, 25)",2,10,10,10,10,10,0,10,0
3904,conv2d_12,"(0, 2, 28, 27)",14,10,10,10,10,10,0,10,0
3905,conv2d_12,"(2, 2, 19, 16)",12,10,10,10,10,10,0,10,0
3906,conv2d_12,"(1, 0, 11, 19)",24,10,10,10,10,10,0,10,0
3907,conv2d_12,"(0, 2, 25, 19)",3,10,10,10,10,10,0,10,0
3908,conv2d_12,"(0, 1, 21, 21)",28,10,10,10,10,10,0,10,0
3909,conv2d_12,"(1, 1, 3, 17)",28,10,10,10,10,10,0,10,0
3910,conv2d_12,"(0, 1, 22, 21)",25,10,10,10,10,10,0,10,0
3911,conv2d_12,"(2, 0, 13, 10)",0,10,10,10,10,10,4,6,0
3912,conv2d_12,"(1, 0, 21, 2)",2,10,10,10,10,10,0,10,0
3913,conv2d_12,"(2, 0, 19, 31)",6,10,10,10,10,10,0,10,0
3914,conv2d_12,"(0, 0, 6, 14)",29,10,10,10,10,10,0,10,0
3915,conv2d_12,"(2, 2, 6, 24)",1,10,10,10,10,10,0,10,0
3916,conv2d_12,"(1, 2, 21, 9)",28,10,10,10,10,10,0,10,0
3917,conv2d_12,"(2, 2, 3, 24)",11,10,10,10,10,10,0,10,0
3918,conv2d_12,"(1, 2, 1, 10)",23,10,10,10,10,10,0,10,0
3919,conv2d_12,"(1, 2, 20, 14)",5,10,10,10,10,10,0,10,0
3920,conv2d_12,"(0, 2, 0, 11)",8,10,10,10,10,10,0,10,0
3921,conv2d_12,"(1, 2, 28, 11)",22,10,10,10,10,10,0,10,0
3922,conv2d_12,"(0, 1, 0, 3)",3,10,10,10,10,10,0,10,0
3923,conv2d_12,"(0, 1, 20, 5)",13,10,10,10,10,10,0,10,0
3924,conv2d_12,"(2, 2, 22, 11)",16,10,10,10,10,10,0,10,0
3925,conv2d_12,"(0, 1, 21, 28)",18,10,10,10,10,10,0,10,0
3926,conv2d_12,"(0, 1, 31, 2)",12,10,10,10,10,10,10,0,0
3927,conv2d_12,"(2, 2, 29, 8)",3,10,10,10,10,10,0,10,0
3928,conv2d_12,"(2, 0, 23, 22)",14,10,10,10,10,10,0,10,0
3929,conv2d_12,"(0, 1, 3, 4)",18,10,10,10,10,10,0,10,0
3930,conv2d_12,"(2, 0, 19, 13)",13,10,10,10,10,10,0,10,0
3931,conv2d_12,"(1, 1, 0, 7)",8,10,10,10,10,10,0,10,0
3932,conv2d_12,"(1, 0, 13, 2)",18,10,10,10,10,10,0,10,0
3933,conv2d_12,"(2, 1, 4, 4)",6,10,10,10,10,10,0,10,0
3934,conv2d_12,"(2, 2, 21, 14)",11,10,10,10,10,10,0,10,0
3935,conv2d_12,"(0, 1, 22, 22)",21,10,10,10,10,10,0,10,0
3936,conv2d_12,"(1, 1, 2, 9)",4,10,10,10,10,10,0,10,0
3937,conv2d_12,"(1, 1, 3, 2)",0,10,10,10,10,10,10,0,0
3938,conv2d_12,"(2, 1, 25, 1)",3,10,10,10,10,10,0,10,0
3939,conv2d_12,"(2, 1, 24, 4)",30,10,1,7,1,7,0,1,9
3940,conv2d_12,"(2, 0, 2, 16)",30,10,2,5,2,5,0,2,8
3941,conv2d_12,"(2, 0, 8, 17)",12,10,10,10,10,10,0,10,0
3942,conv2d_12,"(2, 2, 19, 18)",23,10,10,10,10,10,0,10,0
3943,conv2d_12,"(0, 1, 1, 14)",31,10,10,10,10,10,0,10,0
3944,conv2d_12,"(0, 1, 24, 29)",20,10,10,10,10,10,0,10,0
3945,conv2d_12,"(0, 2, 13, 0)",22,10,10,10,10,10,0,10,0
3946,conv2d_12,"(1, 0, 4, 0)",24,10,10,10,10,10,0,10,0
3947,conv2d_12,"(0, 1, 16, 20)",11,10,10,10,10,10,0,10,0
3948,conv2d_12,"(1, 2, 6, 18)",16,10,10,10,10,10,0,10,0
3949,conv2d_12,"(2, 0, 3, 11)",9,10,10,10,10,10,0,10,0
3950,conv2d_12,"(1, 1, 14, 14)",6,10,10,10,10,10,0,10,0
3951,conv2d_12,"(2, 0, 0, 4)",2,10,10,10,10,10,0,10,0
3952,conv2d_12,"(1, 0, 2, 26)",0,10,10,10,10,10,3,7,0
3953,conv2d_12,"(0, 0, 16, 26)",9,10,10,10,10,10,0,10,0
3954,conv2d_12,"(1, 1, 5, 7)",28,10,10,10,10,10,0,10,0
3955,conv2d_12,"(2, 0, 8, 14)",18,10,10,10,10,10,0,10,0
3956,conv2d_12,"(1, 2, 29, 21)",28,10,10,10,10,10,0,10,0
3957,conv2d_12,"(0, 0, 11, 20)",27,10,10,10,10,10,0,10,0
3958,conv2d_12,"(1, 0, 10, 19)",14,10,10,10,10,10,0,10,0
3959,conv2d_12,"(2, 0, 26, 15)",0,10,10,10,10,10,0,10,0
3960,conv2d_12,"(1, 1, 29, 9)",11,10,10,10,10,10,0,10,0
3961,conv2d_12,"(1, 1, 16, 4)",1,10,10,10,10,10,4,6,0
3962,conv2d_12,"(1, 0, 0, 8)",5,10,10,10,10,10,0,10,0
3963,conv2d_12,"(0, 2, 10, 22)",0,10,10,10,10,10,0,10,0
3964,conv2d_12,"(1, 2, 12, 11)",10,10,10,10,10,10,0,10,0
3965,conv2d_12,"(0, 1, 10, 6)",7,10,10,10,10,10,0,10,0
3966,conv2d_12,"(2, 1, 0, 31)",6,10,10,10,10,10,0,10,0
3967,conv2d_12,"(0, 2, 6, 27)",27,10,10,10,10,10,0,10,0
3968,conv2d_12,"(1, 2, 23, 13)",5,10,10,10,10,10,0,10,0
3969,conv2d_12,"(2, 1, 29, 20)",10,10,10,10,10,10,0,10,0
3970,conv2d_12,"(2, 2, 24, 6)",2,10,10,10,10,10,0,10,0
3971,conv2d_12,"(0, 1, 21, 3)",13,10,10,10,10,10,0,10,0
3972,conv2d_12,"(2, 0, 24, 4)",30,10,3,7,3,7,0,3,7
3973,conv2d_12,"(1, 1, 17, 11)",3,10,10,10,10,10,2,8,0
3974,conv2d_12,"(0, 2, 8, 6)",30,10,2,5,2,5,0,2,8
3975,conv2d_12,"(0, 0, 0, 10)",13,10,10,10,10,10,0,10,0
3976,conv2d_12,"(2, 0, 8, 18)",8,10,10,10,10,10,0,10,0
3977,conv2d_12,"(1, 0, 3, 9)",17,10,10,10,10,10,0,10,0
3978,conv2d_12,"(1, 2, 31, 17)",13,10,10,10,10,10,10,0,0
3979,conv2d_12,"(0, 1, 7, 8)",23,10,10,10,10,10,0,10,0
3980,conv2d_12,"(2, 0, 0, 12)",0,10,10,10,10,10,1,9,0
3981,conv2d_12,"(2, 0, 2, 8)",3,10,10,10,10,10,0,10,0
3982,conv2d_12,"(0, 0, 9, 17)",8,10,10,10,10,10,0,10,0
3983,conv2d_12,"(1, 0, 31, 28)",6,10,10,10,10,10,10,0,0
3984,conv2d_12,"(2, 0, 23, 15)",2,10,10,10,10,10,1,9,0
3985,conv2d_12,"(1, 1, 5, 8)",3,10,10,10,10,10,0,10,0
3986,conv2d_12,"(1, 0, 16, 26)",0,10,10,10,10,10,2,8,0
3987,conv2d_12,"(2, 2, 22, 3)",14,10,10,10,10,10,0,10,0
3988,conv2d_12,"(1, 1, 29, 28)",25,10,10,10,10,10,0,10,0
3989,conv2d_12,"(0, 0, 14, 6)",1,10,10,10,10,10,0,10,0
3990,conv2d_12,"(1, 2, 5, 10)",4,10,10,10,10,10,0,10,0
3991,conv2d_12,"(1, 2, 19, 30)",2,10,10,10,10,10,1,9,0
3992,conv2d_12,"(0, 0, 13, 10)",16,10,10,10,10,10,0,10,0
3993,conv2d_12,"(0, 2, 17, 15)",24,10,10,10,10,10,0,10,0
3994,conv2d_12,"(0, 2, 10, 25)",5,10,10,10,10,10,0,10,0
3995,conv2d_12,"(1, 1, 7, 12)",0,10,10,10,10,10,8,2,0
3996,conv2d_12,"(1, 2, 23, 3)",23,10,10,10,10,10,0,10,0
3997,conv2d_12,"(1, 0, 25, 26)",24,10,10,10,10,10,0,10,0
3998,conv2d_12,"(0, 0, 25, 14)",25,10,10,10,10,10,0,10,0
3999,conv2d_12,"(0, 1, 23, 23)",18,10,10,10,10,10,0,10,0
4000,conv2d_12,"(2, 0, 19, 16)",28,10,10,10,10,10,0,10,0
4001,conv2d_12,"(0, 2, 25, 27)",19,10,10,10,10,10,0,10,0
4002,conv2d_12,"(2, 1, 14, 12)",22,10,10,10,10,10,0,10,0
4003,conv2d_12,"(2, 2, 19, 0)",24,10,10,10,10,10,0,10,0
4004,conv2d_12,"(0, 0, 29, 10)",10,10,10,10,10,10,0,10,0
4005,conv2d_12,"(1, 0, 8, 24)",5,10,10,10,10,10,0,10,0
4006,conv2d_12,"(1, 0, 9, 18)",26,10,10,10,10,10,0,10,0
4007,conv2d_12,"(2, 2, 21, 8)",20,10,10,10,10,10,0,10,0
4008,conv2d_12,"(0, 2, 9, 17)",2,10,10,10,10,10,0,10,0
4009,conv2d_12,"(2, 2, 6, 31)",26,10,10,10,10,10,0,10,0
4010,conv2d_12,"(2, 1, 15, 9)",5,10,10,10,10,10,0,10,0
4011,conv2d_12,"(0, 0, 16, 24)",21,10,10,10,10,10,0,10,0
4012,conv2d_12,"(2, 1, 8, 15)",29,10,10,10,10,10,0,10,0
4013,conv2d_12,"(2, 0, 23, 11)",23,10,10,10,10,10,0,10,0
4014,conv2d_12,"(0, 1, 14, 15)",12,10,10,10,10,10,0,10,0
4015,conv2d_12,"(0, 0, 15, 2)",23,10,10,10,10,10,0,10,0
4016,conv2d_12,"(0, 1, 25, 31)",17,10,10,10,10,10,0,10,0
4017,conv2d_12,"(2, 1, 29, 23)",17,10,10,10,10,10,0,10,0
4018,conv2d_12,"(1, 1, 21, 31)",17,10,10,10,10,10,0,10,0
4019,conv2d_12,"(1, 0, 12, 21)",27,10,10,10,10,10,0,10,0
4020,conv2d_12,"(1, 1, 30, 23)",24,10,10,10,10,10,0,10,0
4021,conv2d_12,"(1, 0, 4, 24)",17,10,10,10,10,10,0,10,0
4022,conv2d_12,"(0, 1, 5, 8)",18,10,10,10,10,10,0,10,0
4023,conv2d_12,"(2, 2, 1, 23)",0,10,10,10,10,10,10,0,0
4024,conv2d_12,"(2, 0, 19, 21)",21,10,10,10,10,10,0,10,0
4025,conv2d_13,"(2, 0, 25, 23)",20,10,10,10,10,10,0,10,0
4026,conv2d_13,"(1, 1, 24, 47)",28,10,10,10,10,10,0,10,0
4027,conv2d_13,"(0, 0, 7, 23)",29,10,10,10,10,10,0,10,0
4028,conv2d_13,"(0, 1, 8, 35)",7,10,10,10,10,10,0,10,0
4029,conv2d_13,"(1, 0, 11, 34)",18,10,10,10,10,10,0,10,0
4030,conv2d_13,"(2, 2, 16, 6)",12,10,10,10,10,10,0,10,0
4031,conv2d_13,"(1, 0, 10, 31)",19,10,10,10,10,10,0,10,0
4032,conv2d_13,"(0, 2, 19, 40)",3,10,10,10,10,10,10,0,0
4033,conv2d_13,"(0, 2, 26, 57)",29,10,10,10,10,10,0,10,0
4034,conv2d_13,"(2, 0, 6, 28)",1,10,10,10,10,10,9,1,0
4035,conv2d_13,"(2, 1, 31, 15)",10,10,10,10,10,10,0,10,0
4036,conv2d_13,"(0, 1, 7, 18)",28,10,10,10,10,10,0,10,0
4037,conv2d_13,"(1, 0, 17, 11)",13,10,10,10,10,10,0,10,0
4038,conv2d_13,"(2, 0, 17, 46)",27,10,10,10,10,10,0,10,0
4039,conv2d_13,"(1, 2, 16, 58)",31,10,10,10,10,10,0,10,0
4040,conv2d_13,"(1, 0, 7, 6)",10,10,10,10,10,10,0,10,0
4041,conv2d_13,"(1, 2, 26, 3)",9,10,10,10,10,10,0,10,0
4042,conv2d_13,"(1, 1, 28, 28)",8,10,10,10,10,10,0,10,0
4043,conv2d_13,"(2, 1, 25, 55)",26,10,10,10,10,10,0,10,0
4044,conv2d_13,"(1, 0, 12, 24)",7,10,10,10,10,10,0,10,0
4045,conv2d_13,"(2, 0, 3, 35)",22,10,10,10,10,10,0,10,0
4046,conv2d_13,"(2, 0, 28, 19)",1,10,10,10,10,10,10,0,0
4047,conv2d_13,"(2, 2, 20, 47)",2,10,10,10,10,10,0,10,0
4048,conv2d_13,"(0, 1, 1, 4)",11,10,10,10,10,10,0,10,0
4049,conv2d_13,"(1, 0, 4, 16)",20,10,10,10,10,10,0,10,0
4050,conv2d_13,"(0, 1, 12, 59)",1,10,10,10,10,10,2,8,0
4051,conv2d_13,"(2, 2, 14, 38)",7,10,10,10,10,10,0,10,0
4052,conv2d_13,"(2, 2, 25, 27)",5,10,10,10,10,10,3,7,0
4053,conv2d_13,"(0, 0, 10, 63)",7,10,10,10,10,10,1,9,0
4054,conv2d_13,"(2, 1, 24, 25)",22,10,10,10,10,10,0,10,0
4055,conv2d_13,"(0, 2, 25, 19)",1,10,10,10,10,10,7,3,0
4056,conv2d_13,"(0, 1, 31, 23)",8,10,10,10,10,10,0,10,0
4057,conv2d_13,"(2, 2, 22, 47)",13,10,10,10,10,10,0,10,0
4058,conv2d_13,"(0, 0, 9, 30)",28,10,10,10,10,10,2,8,0
4059,conv2d_13,"(2, 2, 12, 29)",11,10,10,10,10,10,10,0,0
4060,conv2d_13,"(1, 1, 18, 0)",14,10,10,10,10,10,0,10,0
4061,conv2d_13,"(0, 0, 14, 45)",27,10,10,10,10,10,0,10,0
4062,conv2d_13,"(2, 1, 5, 54)",2,10,10,10,10,10,7,3,0
4063,conv2d_13,"(0, 0, 25, 60)",29,10,10,10,10,10,0,10,0
4064,conv2d_13,"(1, 2, 11, 5)",31,10,10,10,10,10,0,10,0
4065,conv2d_13,"(0, 1, 10, 15)",2,10,10,10,10,10,4,6,0
4066,conv2d_13,"(1, 0, 0, 12)",9,10,10,10,10,10,0,10,0
4067,conv2d_13,"(1, 2, 6, 50)",14,10,10,10,10,10,0,10,0
4068,conv2d_13,"(1, 2, 5, 23)",27,10,10,10,10,10,0,10,0
4069,conv2d_13,"(1, 1, 16, 33)",12,10,10,10,10,10,0,10,0
4070,conv2d_13,"(1, 0, 28, 41)",9,10,10,10,10,10,0,10,0
4071,conv2d_13,"(2, 0, 13, 26)",9,10,10,10,10,10,0,10,0
4072,conv2d_13,"(2, 0, 1, 20)",18,10,10,10,10,10,0,10,0
4073,conv2d_13,"(1, 2, 9, 32)",9,10,10,10,10,10,0,10,0
4074,conv2d_13,"(2, 1, 11, 23)",25,10,10,10,10,10,0,10,0
4075,conv2d_13,"(0, 2, 24, 7)",21,10,10,10,10,10,0,10,0
4076,conv2d_13,"(2, 0, 23, 27)",24,10,10,10,10,10,0,10,0
4077,conv2d_13,"(0, 0, 30, 31)",7,10,10,10,10,10,0,10,0
4078,conv2d_13,"(1, 2, 17, 7)",31,10,10,10,10,10,0,10,0
4079,conv2d_13,"(0, 0, 6, 35)",31,10,10,10,10,10,0,10,0
4080,conv2d_13,"(2, 1, 14, 40)",7,10,10,10,10,10,10,0,0
4081,conv2d_13,"(0, 2, 9, 41)",4,10,10,10,10,10,0,10,0
4082,conv2d_13,"(0, 1, 24, 28)",3,10,10,10,10,10,2,8,0
4083,conv2d_13,"(0, 2, 25, 36)",30,10,10,10,10,10,0,10,0
4084,conv2d_13,"(0, 1, 24, 46)",17,10,10,10,10,10,0,10,0
4085,conv2d_13,"(1, 1, 2, 60)",16,10,10,10,10,10,0,10,0
4086,conv2d_13,"(2, 2, 11, 9)",4,10,10,10,10,10,1,9,0
4087,conv2d_13,"(1, 2, 5, 47)",17,10,10,10,10,10,0,10,0
4088,conv2d_13,"(2, 2, 4, 9)",21,10,10,10,10,10,0,10,0
4089,conv2d_13,"(1, 0, 27, 42)",5,10,10,10,10,10,4,6,0
4090,conv2d_13,"(2, 1, 13, 48)",28,10,10,10,10,10,0,10,0
4091,conv2d_13,"(0, 0, 22, 63)",30,10,10,10,10,10,1,9,0
4092,conv2d_13,"(0, 1, 8, 0)",10,10,10,10,10,10,0,10,0
4093,conv2d_13,"(2, 0, 10, 55)",4,10,10,10,10,10,2,8,0
4094,conv2d_13,"(0, 2, 6, 63)",5,10,10,10,10,10,0,10,0
4095,conv2d_13,"(0, 0, 19, 19)",15,10,10,10,10,10,0,10,0
4096,conv2d_13,"(1, 2, 25, 55)",29,10,10,10,10,10,0,10,0
4097,conv2d_13,"(2, 2, 2, 51)",30,10,1,4,1,4,0,1,9
4098,conv2d_13,"(0, 1, 4, 27)",31,10,10,10,10,10,0,10,0
4099,conv2d_13,"(0, 2, 14, 61)",11,10,10,10,10,10,0,10,0
4100,conv2d_13,"(2, 1, 28, 16)",1,10,10,10,10,10,3,7,0
4101,conv2d_13,"(2, 2, 21, 58)",30,10,0,6,0,6,0,0,10
4102,conv2d_13,"(0, 2, 22, 53)",13,10,10,10,10,10,0,10,0
4103,conv2d_13,"(0, 2, 12, 39)",5,10,10,10,10,10,0,10,0
4104,conv2d_13,"(1, 0, 21, 48)",1,10,10,10,10,10,8,2,0
4105,conv2d_13,"(0, 0, 11, 42)",9,10,10,10,10,10,1,9,0
4106,conv2d_13,"(0, 2, 10, 5)",4,10,10,10,10,10,1,9,0
4107,conv2d_13,"(1, 1, 1, 45)",24,10,10,10,10,10,0,10,0
4108,conv2d_13,"(2, 2, 18, 34)",29,10,10,10,10,10,0,10,0
4109,conv2d_13,"(0, 2, 30, 36)",3,10,10,10,10,10,5,5,0
4110,conv2d_13,"(1, 2, 8, 0)",29,10,10,10,10,10,0,10,0
4111,conv2d_13,"(1, 2, 19, 50)",27,10,10,10,10,10,0,10,0
4112,conv2d_13,"(1, 2, 25, 63)",28,10,10,10,10,10,0,10,0
4113,conv2d_13,"(0, 1, 19, 57)",12,10,10,10,10,10,0,10,0
4114,conv2d_13,"(1, 2, 22, 49)",2,10,10,10,10,10,3,7,0
4115,conv2d_13,"(0, 0, 21, 32)",26,10,10,10,10,10,0,10,0
4116,conv2d_13,"(1, 2, 22, 31)",14,10,10,10,10,10,0,10,0
4117,conv2d_13,"(0, 2, 12, 60)",24,10,10,10,10,10,0,10,0
4118,conv2d_13,"(2, 0, 27, 34)",29,10,10,10,10,10,0,10,0
4119,conv2d_13,"(0, 2, 5, 56)",22,10,10,10,10,10,0,10,0
4120,conv2d_13,"(0, 1, 24, 17)",13,10,10,10,10,10,0,10,0
4121,conv2d_13,"(2, 1, 23, 6)",0,10,10,10,10,10,1,9,0
4122,conv2d_13,"(1, 0, 23, 22)",10,10,10,10,10,10,0,10,0
4123,conv2d_13,"(1, 2, 29, 20)",13,10,10,10,10,10,0,10,0
4124,conv2d_13,"(0, 0, 19, 54)",20,10,10,10,10,10,0,10,0
4125,conv2d_13,"(2, 1, 21, 37)",22,10,10,10,10,10,0,10,0
4126,conv2d_13,"(2, 1, 26, 36)",15,10,10,10,10,10,0,10,0
4127,conv2d_13,"(1, 1, 21, 38)",14,10,10,10,10,10,0,10,0
4128,conv2d_13,"(0, 1, 16, 39)",7,10,10,10,10,10,0,10,0
4129,conv2d_13,"(2, 0, 15, 50)",16,10,10,10,10,10,0,10,0
4130,conv2d_13,"(1, 0, 28, 35)",17,10,10,10,10,10,0,10,0
4131,conv2d_13,"(0, 2, 16, 52)",10,10,10,10,10,10,0,10,0
4132,conv2d_13,"(0, 2, 14, 18)",21,10,10,10,10,10,0,10,0
4133,conv2d_13,"(2, 2, 8, 53)",30,10,2,3,2,3,0,2,8
4134,conv2d_13,"(0, 0, 17, 27)",10,10,10,10,10,10,0,10,0
4135,conv2d_13,"(2, 1, 0, 13)",8,10,10,10,10,10,0,10,0
4136,conv2d_13,"(0, 1, 11, 7)",2,10,10,10,10,10,4,6,0
4137,conv2d_13,"(1, 2, 20, 61)",22,10,10,10,10,10,0,10,0
4138,conv2d_13,"(2, 2, 18, 24)",26,10,10,10,10,10,0,10,0
4139,conv2d_13,"(1, 2, 21, 47)",8,10,10,10,10,10,0,10,0
4140,conv2d_13,"(0, 0, 2, 16)",2,10,10,10,10,10,3,7,0
4141,conv2d_13,"(2, 1, 17, 38)",19,10,10,10,10,10,0,10,0
4142,conv2d_13,"(0, 2, 4, 48)",14,10,10,10,10,10,0,10,0
4143,conv2d_13,"(0, 2, 1, 6)",22,10,10,10,10,10,0,10,0
4144,conv2d_13,"(0, 0, 8, 13)",29,10,10,10,10,10,0,10,0
4145,conv2d_13,"(1, 2, 25, 42)",25,10,10,10,10,10,0,10,0
4146,conv2d_13,"(2, 1, 21, 24)",30,10,10,10,10,10,0,10,0
4147,conv2d_13,"(0, 2, 27, 0)",13,10,10,10,10,10,0,10,0
4148,conv2d_13,"(2, 1, 16, 8)",19,10,10,10,10,10,0,10,0
4149,conv2d_13,"(2, 1, 16, 24)",25,10,10,10,10,10,0,10,0
4150,conv2d_13,"(0, 0, 14, 49)",14,10,10,10,10,10,0,10,0
4151,conv2d_13,"(0, 1, 3, 47)",11,10,10,10,10,10,0,10,0
4152,conv2d_13,"(0, 2, 26, 24)",8,10,10,10,10,10,0,10,0
4153,conv2d_13,"(0, 1, 15, 4)",29,10,10,10,10,10,1,9,0
4154,conv2d_13,"(1, 1, 11, 37)",13,10,10,10,10,10,0,10,0
4155,conv2d_13,"(1, 0, 1, 13)",28,10,10,10,10,10,0,10,0
4156,conv2d_13,"(2, 0, 25, 53)",2,10,10,10,10,10,3,7,0
4157,conv2d_13,"(2, 1, 9, 40)",24,10,10,10,10,10,0,10,0
4158,conv2d_13,"(2, 0, 9, 6)",31,10,10,10,10,10,0,10,0
4159,conv2d_13,"(0, 1, 18, 56)",16,10,10,10,10,10,0,10,0
4160,conv2d_13,"(1, 0, 2, 24)",20,10,10,10,10,10,0,10,0
4161,conv2d_13,"(0, 2, 9, 7)",23,10,10,10,10,10,0,10,0
4162,conv2d_13,"(0, 2, 10, 6)",17,10,10,10,10,10,0,10,0
4163,conv2d_13,"(1, 0, 25, 54)",28,10,10,10,10,10,0,10,0
4164,conv2d_13,"(0, 0, 10, 43)",8,10,10,10,10,10,0,10,0
4165,conv2d_13,"(0, 0, 14, 19)",1,10,10,10,10,10,6,4,0
4166,conv2d_13,"(1, 2, 21, 17)",6,10,10,10,10,10,0,10,0
4167,conv2d_13,"(0, 0, 13, 27)",1,10,10,10,10,10,9,1,0
4168,conv2d_13,"(1, 1, 12, 28)",29,10,10,10,10,10,0,10,0
4169,conv2d_13,"(2, 2, 4, 56)",7,10,10,10,10,10,1,9,0
4170,conv2d_13,"(1, 0, 29, 54)",28,10,10,10,10,10,0,10,0
4171,conv2d_13,"(1, 2, 9, 54)",22,10,10,10,10,10,2,8,0
4172,conv2d_13,"(2, 0, 15, 40)",11,10,10,10,10,10,0,10,0
4173,conv2d_13,"(0, 0, 23, 35)",5,10,10,10,10,10,10,0,0
4174,conv2d_13,"(2, 2, 14, 22)",16,10,10,10,10,10,0,10,0
4175,conv2d_13,"(0, 0, 10, 62)",13,10,10,10,10,10,10,0,0
4176,conv2d_13,"(0, 0, 8, 34)",18,10,10,10,10,10,1,9,0
